Date,High,Low,Open,Close,Volume,Adj Close,Name
2021-04-15,0.6299999952316284,0.6000000238418579,0.6299999952316284,0.6000000238418579,246900,0.6000000238418579,CVV.V
2021-04-16,0.6499999761581421,0.6000000238418579,0.6100000143051147,0.6499999761581421,175500,0.6499999761581421,CVV.V
2021-04-19,0.6299999952316284,0.5899999737739563,0.6200000047683716,0.6100000143051147,197300,0.6100000143051147,CVV.V
2021-04-20,0.6200000047683716,0.5899999737739563,0.6000000238418579,0.6000000238418579,152100,0.6000000238418579,CVV.V
2021-04-21,0.6499999761581421,0.5899999737739563,0.5899999737739563,0.6499999761581421,222400,0.6499999761581421,CVV.V
2021-04-22,0.6600000262260437,0.6200000047683716,0.6299999952316284,0.6299999952316284,189100,0.6299999952316284,CVV.V
2021-04-23,0.6600000262260437,0.6299999952316284,0.6299999952316284,0.6399999856948853,89700,0.6399999856948853,CVV.V
2021-04-26,0.6499999761581421,0.6200000047683716,0.6499999761581421,0.6299999952316284,82500,0.6299999952316284,CVV.V
2021-04-27,0.6299999952316284,0.6000000238418579,0.6299999952316284,0.6200000047683716,58800,0.6200000047683716,CVV.V
2021-04-28,0.6399999856948853,0.6100000143051147,0.6299999952316284,0.6299999952316284,85800,0.6299999952316284,CVV.V
2021-04-29,0.6700000166893005,0.6200000047683716,0.6200000047683716,0.6499999761581421,149100,0.6499999761581421,CVV.V
2021-04-30,0.699999988079071,0.6399999856948853,0.6700000166893005,0.6600000262260437,125100,0.6600000262260437,CVV.V
2021-05-03,0.6700000166893005,0.6100000143051147,0.6700000166893005,0.6700000166893005,164000,0.6700000166893005,CVV.V
2021-05-04,0.6700000166893005,0.6399999856948853,0.6600000262260437,0.6399999856948853,248900,0.6399999856948853,CVV.V
2021-05-05,0.699999988079071,0.6399999856948853,0.6399999856948853,0.6700000166893005,281200,0.6700000166893005,CVV.V
2021-05-06,0.75,0.6600000262260437,0.6700000166893005,0.75,236700,0.75,CVV.V
2021-05-07,0.7599999904632568,0.7200000286102295,0.7599999904632568,0.7300000190734863,121600,0.7300000190734863,CVV.V
2021-05-10,0.7400000095367432,0.6399999856948853,0.7400000095367432,0.6600000262260437,216500,0.6600000262260437,CVV.V
2021-05-11,0.7400000095367432,0.6600000262260437,0.6800000071525574,0.6899999976158142,88800,0.6899999976158142,CVV.V
2021-05-12,0.7200000286102295,0.6700000166893005,0.7200000286102295,0.6800000071525574,138300,0.6800000071525574,CVV.V
2021-05-13,0.6800000071525574,0.6200000047683716,0.6700000166893005,0.6299999952316284,161200,0.6299999952316284,CVV.V
2021-05-14,0.6499999761581421,0.6299999952316284,0.6499999761581421,0.6399999856948853,60700,0.6399999856948853,CVV.V
2021-05-17,0.6700000166893005,0.6299999952316284,0.6600000262260437,0.6399999856948853,132200,0.6399999856948853,CVV.V
2021-05-18,0.6499999761581421,0.6399999856948853,0.6399999856948853,0.6499999761581421,215100,0.6499999761581421,CVV.V
2021-05-19,0.6499999761581421,0.6200000047683716,0.6499999761581421,0.6299999952316284,185800,0.6299999952316284,CVV.V
2021-05-20,0.6499999761581421,0.6000000238418579,0.6399999856948853,0.6100000143051147,174000,0.6100000143051147,CVV.V
2021-05-21,0.6100000143051147,0.6000000238418579,0.6000000238418579,0.6000000238418579,35600,0.6000000238418579,CVV.V
2021-05-25,0.6100000143051147,0.5699999928474426,0.5899999737739563,0.6000000238418579,133300,0.6000000238418579,CVV.V
2021-05-26,0.6200000047683716,0.5899999737739563,0.6200000047683716,0.6100000143051147,24500,0.6100000143051147,CVV.V
2021-05-27,0.6100000143051147,0.5899999737739563,0.6100000143051147,0.6000000238418579,119800,0.6000000238418579,CVV.V
2021-05-28,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,122400,0.6000000238418579,CVV.V
2021-05-31,0.6000000238418579,0.5699999928474426,0.6000000238418579,0.6000000238418579,93400,0.6000000238418579,CVV.V
2021-06-01,0.6000000238418579,0.5899999737739563,0.5899999737739563,0.5899999737739563,175000,0.5899999737739563,CVV.V
2021-06-02,0.6000000238418579,0.5699999928474426,0.6000000238418579,0.5799999833106995,387500,0.5799999833106995,CVV.V
2021-06-03,0.6200000047683716,0.5699999928474426,0.5799999833106995,0.6000000238418579,248800,0.6000000238418579,CVV.V
2021-06-04,0.6399999856948853,0.6200000047683716,0.6200000047683716,0.6399999856948853,82800,0.6399999856948853,CVV.V
2021-06-07,0.7200000286102295,0.6499999761581421,0.6600000262260437,0.6800000071525574,229800,0.6800000071525574,CVV.V
2021-06-08,0.6800000071525574,0.6700000166893005,0.6700000166893005,0.6800000071525574,54400,0.6800000071525574,CVV.V
2021-06-09,0.699999988079071,0.6700000166893005,0.6700000166893005,0.6899999976158142,77900,0.6899999976158142,CVV.V
2021-06-10,0.6899999976158142,0.6700000166893005,0.6899999976158142,0.6700000166893005,81100,0.6700000166893005,CVV.V
2021-06-11,0.6800000071525574,0.6600000262260437,0.6600000262260437,0.6800000071525574,79100,0.6800000071525574,CVV.V
2021-06-14,0.6800000071525574,0.6399999856948853,0.6800000071525574,0.6700000166893005,208700,0.6700000166893005,CVV.V
2021-06-15,0.7200000286102295,0.6499999761581421,0.6499999761581421,0.699999988079071,266300,0.699999988079071,CVV.V
2021-06-16,0.699999988079071,0.6399999856948853,0.699999988079071,0.6600000262260437,120200,0.6600000262260437,CVV.V
2021-06-17,0.6700000166893005,0.5899999737739563,0.6700000166893005,0.6000000238418579,265000,0.6000000238418579,CVV.V
2021-06-18,0.6299999952316284,0.5899999737739563,0.6200000047683716,0.6000000238418579,220400,0.6000000238418579,CVV.V
2021-06-21,0.6000000238418579,0.5799999833106995,0.6000000238418579,0.5899999737739563,98800,0.5899999737739563,CVV.V
2021-06-22,0.6100000143051147,0.5899999737739563,0.6000000238418579,0.6000000238418579,54700,0.6000000238418579,CVV.V
2021-06-23,0.6100000143051147,0.5899999737739563,0.6100000143051147,0.6000000238418579,26900,0.6000000238418579,CVV.V
2021-06-24,0.6100000143051147,0.5799999833106995,0.6100000143051147,0.5799999833106995,135000,0.5799999833106995,CVV.V
2021-06-25,0.6000000238418579,0.5600000023841858,0.6000000238418579,0.5600000023841858,258300,0.5600000023841858,CVV.V
2021-06-28,0.5699999928474426,0.5400000214576721,0.5699999928474426,0.5400000214576721,271800,0.5400000214576721,CVV.V
2021-06-29,0.550000011920929,0.5,0.550000011920929,0.5,440900,0.5,CVV.V
2021-06-30,0.5400000214576721,0.41999998688697815,0.5299999713897705,0.4300000071525574,1053500,0.4300000071525574,CVV.V
2021-07-02,0.5799999833106995,0.49000000953674316,0.5,0.5699999928474426,373600,0.5699999928474426,CVV.V
2021-07-05,0.5799999833106995,0.5600000023841858,0.5699999928474426,0.5799999833106995,118000,0.5799999833106995,CVV.V
2021-07-06,0.5799999833106995,0.5699999928474426,0.5799999833106995,0.5699999928474426,59400,0.5699999928474426,CVV.V
2021-07-07,0.5799999833106995,0.5199999809265137,0.5799999833106995,0.5400000214576721,165500,0.5400000214576721,CVV.V
2021-07-08,0.5400000214576721,0.5099999904632568,0.5299999713897705,0.5199999809265137,115000,0.5199999809265137,CVV.V
2021-07-09,0.5400000214576721,0.5299999713897705,0.5400000214576721,0.5400000214576721,34100,0.5400000214576721,CVV.V
2021-07-12,0.5799999833106995,0.550000011920929,0.5600000023841858,0.5600000023841858,83600,0.5600000023841858,CVV.V
